FIPS,GEO_ID,NAME,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0151E,DP02_0152E,DP02_0153E
County FIPS,id,Geographic Area Name,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!COMPUTERS AND INTERNET USE!!Total households,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
48451,0500000US48451,"Tom Green County, Texas",32316,2077,1639,11725,6102,10773,76497,4577,5019,22768,20785,4901,10378,8069,66901,18447,43604,40604,38348
48453,0500000US48453,"Travis County, Texas",311519,22141,14667,119797,55578,99336,888630,52573,37676,140186,139900,50924,289692,177679,798381,467371,507751,484180,459094
48469,0500000US48469,"Victoria County, Texas",23120,1060,1405,10689,5472,4494,59261,4024,4895,18813,13517,6674,7124,4214,50342,11338,30058,27368,22466
48471,0500000US48471,"Walker County, Texas",22101,253,111,5809,2346,13582,46727,2975,3294,18755,9316,3325,6120,2942,40458,9062,22201,19684,18500
48479,0500000US48479,"Webb County, Texas",87840,5322,7038,39230,19075,17175,156048,28504,24457,30963,27884,12608,23467,8165,103087,31632,76326,70946,61248
48485,0500000US48485,"Wichita County, Texas",32873,2504,2257,13314,5308,9490,85011,2945,7186,29657,19731,6517,11215,7760,74880,18975,48315,42242,39531
48491,0500000US48491,"Williamson County, Texas",157554,12326,9378,65451,36448,33951,394429,12124,12836,83064,88700,33169,112120,52416,369469,164536,193008,188630,183937
48497,0500000US48497,"Wise County, Texas",16009,976,522,8259,3930,2322,46688,3153,3493,16981,11975,2993,5985,2108,40042,8093,22882,21255,18805
49005,0500000US49005,"Cache County, Utah",50298,2803,2075,17497,8116,19807,66833,1234,3786,14431,18718,4412,15449,8803,61813,24252,40206,39382,36167
49011,0500000US49011,"Davis County, Utah",114906,8264,7111,51355,24429,23747,209151,2809,4933,43705,58334,23073,52398,23899,201409,76297,109358,106828,103012
49035,0500000US49035,"Salt Lake County, Utah",329965,19904,17055,140039,70785,82182,740478,23888,38404,168024,168001,66087,181285,94789,678186,276074,384692,372203,352758
49045,0500000US49045,"Tooele County, Utah",21895,1127,1803,10670,5229,3066,43188,208,2405,14142,12647,3908,7004,2874,40575,9878,21292,20925,20630
49049,0500000US49049,"Utah County, Utah",249533,14121,12222,92390,46363,84437,320787,5430,8380,57050,85345,32778,93027,38777,306977,131804,178152,175551,158308
49053,0500000US49053,"Washington County, Utah",46155,2984,3374,19931,10769,9097,116046,1979,5321,25469,35938,15716,19443,12180,108746,31623,63144,60632,56668
49057,0500000US49057,"Weber County, Utah",74754,5011,3046,33802,14814,18081,162187,4581,8524,46785,42693,15762,31562,12280,149082,43842,87863,84866,82306
50007,0500000US50007,"Chittenden County, Vermont",46426,2365,1319,12700,7043,22999,110844,3469,3943,20500,16517,9427,32404,24584,103432,56988,68516,65233,58390
51003,0500000US51003,"Albemarle County, Virginia",32169,2337,1081,9802,5822,13127,74077,1521,2018,11320,11291,3055,22332,22540,70538,44872,43754,40025,38057
51013,0500000US51013,"Arlington County, Virginia",52004,4623,2457,20094,7140,17690,175033,5804,3794,12598,13680,8085,60917,70155,165435,131072,111887,107630,103460
51015,0500000US51015,"Augusta County, Virginia",13763,1374,842,5794,2978,2775,57274,2315,4840,23061,11990,3984,7909,3175,50119,11084,29951,27446,25807
51019,0500000US51019,"Bedford County, Virginia",17768,1235,737,7385,4538,3873,56485,2183,3726,14454,14161,4056,10839,7066,50576,17905,31390,27730,24229
51041,0500000US51041,"Chesterfield County, Virginia",89656,5932,3393,38034,20927,21370,238956,6827,11154,57475,47880,19369,59383,36868,220975,96251,128920,122624,115443
51059,0500000US51059,"Fairfax County, Virginia",299576,18868,15814,116628,66954,81312,785130,33254,24135,94511,95864,47634,247153,242579,727741,489732,400186,391570,382803
51061,0500000US51061,"Fauquier County, Virginia",17337,817,992,8190,3610,3728,49325,1488,2646,12767,10840,4109,11079,6396,45191,17475,24270,22328,21241
51069,0500000US51069,"Frederick County, Virginia",20261,1680,476,10606,4381,3118,62677,2277,4521,20226,12910,5277,9775,7691,55879,17466,32010,29550,26805
51085,0500000US51085,"Hanover County, Virginia",27072,1844,582,11940,6128,6578,74806,1131,3531,19502,14733,5776,18457,11676,70144,30133,39521,36585,33859
51087,0500000US51087,"Henrico County, Virginia",80355,4366,3368,36106,17613,18902,231548,5922,13597,50596,46853,15565,58254,40761,212029,99015,130591,120898,112672
51095,0500000US51095,"James City County, Virginia",16448,1409,639,6901,3712,3787,56634,1159,1442,10840,9445,4436,14891,14421,54033,29312,30262,28878,27223
51107,0500000US51107,"Loudoun County, Virginia",123851,8351,5230,55287,28350,26633,266796,7194,7657,32470,36345,16777,98459,67894,251945,166353,133750,131399,127625
51121,0500000US51121,"Montgomery County, Virginia",38843,773,604,5121,3398,28947,56445,989,1653,15374,9724,2975,12114,13616,53803,25730,36244,34572,33056
51153,0500000US51153,"Prince William County, Virginia",138379,6993,6244,59200,28486,37456,302837,20022,14084,54935,58800,24911,77527,52558,268731,130085,143508,140840,137524
51161,0500000US51161,"Roanoke County, Virginia",19711,1074,483,8687,5505,3962,67995,966,4803,16690,12024,7392,16547,9573,62226,26120,37506,34375,32685
51165,0500000US51165,"Rockingham County, Virginia",18804,472,1297,7664,4292,5079,56875,3580,5325,20087,9275,3681,8520,6407,47970,14927,30462,27390,24822
51177,0500000US51177,"Spotsylvania County, Virginia",34691,1811,2065,16015,7808,6992,90746,2944,4921,25979,19642,8602,18166,10492,82881,28658,46427,44255,42465
51179,0500000US51179,"Stafford County, Virginia",41577,2568,1588,17315,9947,10159,98469,3273,3325,24737,20680,7113,23959,15382,91871,39341,48092,46787,45469
51199,0500000US51199,"York County, Virginia",17351,1125,759,7686,3426,4355,46576,1294,1315,8636,7908,3647,12287,11489,43967,23776,26008,24842,23559
51510,0500000US51510,"Alexandria city, Virginia",31328,2636,1011,12077,5571,10033,122536,3847,4829,12753,13621,6749,38790,41947,113860,80737,71005,68106,65428
51550,0500000US51550,"Chesapeake city, Virginia",65265,4052,3483,26250,14710,16770,164745,3594,11459,40613,38164,17963,32329,20623,149692,52952,86878,84048,79413
51650,0500000US51650,"Hampton city, Virginia",35600,2015,1421,11204,7670,13290,91041,2020,5528,27376,23258,8951,14510,9398,83493,23908,55633,52008,47767
51680,0500000US51680,"Lynchburg city, Virginia",28549,777,776,7466,2643,16887,46645,1165,4647,10908,9665,2903,10760,6597,40833,17357,28950,27940,26975
51700,0500000US51700,"Newport News city, Virginia",45996,4416,1323,18535,8003,13719,117211,2849,7869,35611,26439,13674,18141,12628,106493,30769,70918,66443,60865
51710,0500000US51710,"Norfolk city, Virginia",63329,4199,3438,19802,8196,27694,152165,5085,12749,39397,35233,13041,28822,17838,134331,46660,88387,81678,73239
51740,0500000US51740,"Portsmouth city, Virginia",22638,1714,607,8984,4936,6397,63624,1394,6366,18627,17296,6211,9064,4666,55864,13730,36089,33571,31644
51760,0500000US51760,"Richmond city, Virginia",55102,3273,2965,16004,6859,26001,163388,7776,17354,35423,30692,7912,38741,25490,138258,64231,89878,81418,73754
51770,0500000US51770,"Roanoke city, Virginia",20278,1562,932,9013,4481,4290,68745,3260,4915,24386,13923,5923,9459,6879,60570,16338,40810,35580,32035
51800,0500000US51800,"Suffolk city, Virginia",24976,2655,1100,9998,5652,5571,62892,1473,4124,15761,15766,6328,12269,7171,57295,19440,34597,32162,29058
51810,0500000US51810,"Virginia Beach city, Virginia",112807,9051,4087,43715,22432,33522,310431,5296,13020,58145,77436,37937,71164,47433,292115,118597,175029,169091,162381
53005,0500000US53005,"Benton County, Washington",51631,2287,3379,24002,13656,8307,133790,6908,5568,32160,31016,15138,27190,15810,121314,43000,73678,70184,64790
53007,0500000US53007,"Chelan County, Washington",19346,788,731,8604,5072,4151,52950,4335,4926,13261,11187,5834,9372,4035,43689,13407,28974,26271,24837
53009,0500000US53009,"Clallam County, Washington",12822,1100,1097,5868,2446,2311,60272,808,4166,15913,16211,6038,9200,7936,55298,17136,33022,30803,29096
53011,0500000US53011,"Clark County, Washington",113336,5533,6543,51475,28144,21641,333679,5998,15812,87594,83655,35402,69032,36186,311869,105218,180862,173397,166044
53015,0500000US53015,"Cowlitz County, Washington",25570,3407,999,10720,5583,4861,77474,2542,5296,22743,25445,9600,8010,3838,69636,11848,42790,40098,37415
53021,0500000US53021,"Franklin County, Washington",27587,1856,2342,12849,5723,4817,54970,8812,6284,15039,9916,5582,6306,3031,39874,9337,28162,26779,25603
53025,0500000US53025,"Grant County, Washington",24185,1152,2355,12595,6068,2015,60165,7194,6459,17772,10929,6980,8581,2250,46512,10831,30866,28291,27119
53027,0500000US53027,"Grays Harbor County, Washington",14444,640,286,7622,4029,1867,54932,1952,2414,20219,13132,6556,6307,4352,50566,10659,29920,27847,26924
53029,0500000US53029,"Island County, Washington",14040,1550,896,5664,2691,3239,61817,650,2365,12417,17192,7766,12437,8990,58802,21427,35586,34551,33410
53033,0500000US53033,"King County, Washington",515328,40411,23375,200046,95768,155728,1620440,57343,55319,233533,278043,118926,513884,363392,1507778,877276,907761,880262,849442
53035,0500000US53035,"Kitsap County, Washington",59308,5831,2820,24257,13293,13107,190817,2610,4588,42413,54823,20064,43853,22466,183619,66319,107525,104283,102236
53041,0500000US53041,"Lewis County, Washington",17434,988,1249,7613,4355,3229,57583,2014,5967,16175,16244,6284,6948,3951,49602,10899,31879,29468,26645
53045,0500000US53045,"Mason County, Washington",12303,757,1021,5775,3297,1453,49157,1647,2926,14765,14090,5388,6095,4246,44584,10341,24820,23010,21754
53053,0500000US53053,"Pierce County, Washington",215326,14965,11275,92498,44628,51960,612563,15652,33327,170434,149869,70828,114217,58236,563584,172453,333657,320652,305159
53057,0500000US53057,"Skagit County, Washington",27108,1640,2456,12105,5453,5454,91972,3448,5666,23354,25596,9085,16181,8642,82858,24823,49043,45701,43034
53061,0500000US53061,"Snohomish County, Washington",187221,14162,10945,80009,40440,41665,575484,16861,24495,133513,146150,64463,126101,63901,534128,190002,299827,289173,279260
53063,0500000US53063,"Spokane County, Washington",127614,7952,5793,53321,24301,36247,358868,6070,16579,81040,96613,47598,69847,41121,336219,110968,211723,199411,190365
53067,0500000US53067,"Thurston County, Washington",65624,5161,4887,25412,14346,15818,205115,3783,9802,46261,52315,22458,41091,29405,191530,70496,112909,108022,100364
53073,0500000US53073,"Whatcom County, Washington",54728,2476,2658,17909,10522,21163,152930,2057,6940,36649,35907,16726,34534,20117,143933,54651,88794,84868,80356
53077,0500000US53077,"Yakima County, Washington",65095,4798,4890,28981,15954,10472,153801,24650,14449,42786,32831,12572,17003,9510,114702,26513,83992,77147,73687
54003,0500000US54003,"Berkeley County, West Virginia",26860,1624,1877,12337,5549,5473,82743,2783,7081,31278,15485,6969,11741,7406,72879,19147,46395,44375,41578
54011,0500000US54011,"Cabell County, West Virginia",21717,784,641,7635,3814,8843,62154,2925,5593,20535,10081,4916,11129,6975,53636,18104,38040,33538,29809
54033,0500000US54033,"Harrison County, West Virginia",13501,574,874,6458,2943,2652,48151,824,3891,19096,7378,4608,7690,4664,43436,12354,25905,23695,20554
54039,0500000US54039,"Kanawha County, West Virginia",34310,1034,1543,15625,8897,7211,130820,3499,9285,50478,24432,9377,19531,14218,118036,33749,78384,69071,63644
54061,0500000US54061,"Monongalia County, West Virginia",34733,1551,451,7467,3587,21677,66795,1625,4407,15771,10210,4861,13497,16424,60763,29921,40401,38551,36080
54081,0500000US54081,"Raleigh County, West Virginia",15748,687,1247,6614,3343,3857,52700,2784,3247,21463,11348,3508,6175,4175,46669,10350,31331,27801,25388
54107,0500000US54107,"Wood County, West Virginia",16908,1305,620,7646,4555,2782,59703,1804,4872,19740,14480,6617,7628,4562,53027,12190,34182,30803,27870
55009,0500000US55009,"Brown County, Wisconsin",66682,3918,4485,27507,13927,16845,177809,7031,6563,53601,35318,21426,38482,15388,164215,53870,107385,99061,94610
55025,0500000US55025,"Dane County, Wisconsin",150230,8125,6312,47407,23898,64488,363916,4719,9662,60651,57559,34327,116156,80842,349535,196998,229760,220895,211203
55027,0500000US55027,"Dodge County, Wisconsin",19301,1403,1046,8808,4694,3350,63466,1780,4765,25052,12980,7726,8599,2564,56921,11163,35104,32165,30696
55035,0500000US55035,"Eau Claire County, Wisconsin",30170,1749,1190,9561,4741,12929,66896,1107,1787,17180,14582,10234,13984,8022,64002,22006,41385,38880,37628
55039,0500000US55039,"Fond du Lac County, Wisconsin",23162,1307,1710,8534,4661,6950,72712,1228,3842,26237,15157,9078,11196,5974,67642,17170,42604,37916,35265
55055,0500000US55055,"Jefferson County, Wisconsin",19131,1046,819,7795,4219,5252,59478,1658,2568,20386,11472,7345,11417,4632,55252,16049,32783,30249,28894
55059,0500000US55059,"Kenosha County, Wisconsin",41768,2456,1776,17798,10107,9631,114483,3326,6409,33102,25562,12168,20470,13446,104748,33916,64187,60679,58242
55063,0500000US55063,"La Crosse County, Wisconsin",34183,1758,1442,10355,5102,15526,76786,1301,1939,20870,15778,9977,17123,9798,73546,26921,48175,44784,42248
55071,0500000US55071,"Manitowoc County, Wisconsin",15546,1037,606,7462,4156,2285,57164,1012,2589,22273,12060,6736,8382,4112,53563,12494,33831,29881,28700
55073,0500000US55073,"Marathon County, Wisconsin",30322,2230,1546,14555,6704,5287,94762,2367,4938,33060,18903,12134,16141,7219,87457,23360,54765,49743,46842
55079,0500000US55079,"Milwaukee County, Wisconsin",243854,6628,24465,100329,49025,63407,630822,27794,41140,182195,126902,52954,130418,69419,561888,199837,383665,344516,315593
55087,0500000US55087,"Outagamie County, Wisconsin",47239,3356,2103,19478,10425,11877,128752,2190,5405,41131,25919,15620,26934,11553,121157,38487,74974,70175,66474
55089,0500000US55089,"Ozaukee County, Wisconsin",21996,930,1256,9119,4605,6086,62768,270,635,14486,10963,6118,19222,11074,61863,30296,35795,33873,32701
55097,0500000US55097,"Portage County, Wisconsin",18734,894,989,5850,3038,7963,45971,679,1675,15431,7192,4667,11395,4932,43617,16327,29063,26562,25271
55101,0500000US55101,"Racine County, Wisconsin",43524,2597,2095,20670,10396,7766,134721,2784,11122,40845,30446,14414,22880,12230,120815,35110,78905,72597,69435
55105,0500000US55105,"Rock County, Wisconsin",38284,1649,1808,15986,9594,9247,110935,2183,6839,41390,22577,12197,17198,8551,101913,25749,65316,60264,55730
55109,0500000US55109,"St. Croix County, Wisconsin",21646,1005,1532,10203,5309,3597,61770,513,2322,15195,11788,8155,16641,7156,58935,23797,34731,33500,29503
55117,0500000US55117,"Sheboygan County, Wisconsin",25203,1668,1895,11668,5020,4952,80744,1327,2806,28075,16910,9131,16532,5963,76611,22495,48691,43993,42686
55127,0500000US55127,"Walworth County, Wisconsin",26808,1050,1390,9415,5911,9042,69576,1750,4137,21733,15187,5353,14250,7166,63689,21416,42799,39285,36212
55131,0500000US55131,"Washington County, Wisconsin",30842,2401,1338,12638,7927,6538,97023,597,4304,29361,20657,11940,22446,7718,92122,30164,55256,51496,50040
55133,0500000US55133,"Waukesha County, Wisconsin",90853,5090,4549,38925,23791,18498,287092,3664,6516,61336,55981,27514,86569,45512,276912,132081,160635,152893,147368
55139,0500000US55139,"Winnebago County, Wisconsin",41572,2669,1785,15619,8648,12851,117903,2432,6557,38072,22214,11920,26168,10540,108914,36708,71238,64924,60422
55141,0500000US55141,"Wood County, Wisconsin",14656,1383,627,7149,3259,2238,52656,1459,3226,20546,10314,6743,6671,3697,47971,10368,32684,29724,28188
56021,0500000US56021,"Laramie County, Wyoming",23980,1555,1490,10789,4866,5280,67775,1656,2136,18995,16851,7768,12038,8331,63983,20369,41739,39221,35533
56025,0500000US56025,"Natrona County, Wyoming",19578,1672,693,9645,4116,3452,54280,795,3034,18647,14042,6541,7628,3593,50451,11221,33044,31121,28509
72013,0500000US72013,"Arecibo Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72021,0500000US72021,"Bayamón Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72025,0500000US72025,"Caguas Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72031,0500000US72031,"Carolina Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72061,0500000US72061,"Guaynabo Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72097,0500000US72097,"Mayagüez Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72113,0500000US72113,"Ponce Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72127,0500000US72127,"San Juan Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72135,0500000US72135,"Toa Alta Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72137,0500000US72137,"Toa Baja Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72139,0500000US72139,"Trujillo Alto Municipio, Puerto Rico",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
