FIPS,GEO_ID,NAME,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0151E,DP02_0152E,DP02_0153E
County FIPS,id,Geographic Area Name,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!COMPUTERS AND INTERNET USE!!Total households,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription
13095,0500000US13095,"Dougherty County, Georgia",25049,2494,1301,8964,4354,7936,56078,2590,7364,15718,13372,5589,5249,6196,46124,11445,32630,27410,23727
13097,0500000US13097,"Douglas County, Georgia",44325,1904,1192,17128,11471,12630,92396,3281,5252,28822,18098,7499,18404,11040,83863,29444,48899,46299,41622
13113,0500000US13113,"Fayette County, Georgia",28448,1898,1175,13034,7025,5316,79987,967,2240,16897,16091,7757,23791,12244,76780,36035,41253,40358,38822
13115,0500000US13115,"Floyd County, Georgia",23098,1237,1482,9154,4586,6639,66042,4017,5531,24571,11966,4852,7882,7223,56494,15105,35443,31975,29483
13117,0500000US13117,"Forsyth County, Georgia",72541,6236,3188,32186,17355,13576,160296,4496,5899,22895,26344,10917,58137,31608,149901,89745,81765,80180,77974
13121,0500000US13121,"Fulton County, Georgia",282346,24432,11891,98678,57052,90293,729041,13419,31125,112161,110255,42551,245555,173975,684497,419530,439578,419019,397979
13127,0500000US13127,"Glynn County, Georgia",17534,1339,1268,9056,3766,2105,60245,1980,4015,16862,15300,5134,8668,8286,54250,16954,34614,30423,26895
13135,0500000US13135,"Gwinnett County, Georgia",266146,15050,13392,113342,61740,62622,601285,37354,35768,126919,107223,58436,153655,81930,528163,235585,301471,290909,269010
13139,0500000US13139,"Hall County, Georgia",49401,2380,3624,21718,11857,9822,135110,15937,11678,36385,26909,9908,20969,13324,107495,34293,65625,61445,60379
13151,0500000US13151,"Henry County, Georgia",66740,4101,3624,26962,17633,14420,152577,4715,8070,51749,34565,13480,27388,12610,139792,39998,79550,76427,70290
13153,0500000US13153,"Houston County, Georgia",48283,2216,2389,20091,9195,14392,101387,2660,4657,31656,20043,14110,16505,11756,94070,28261,58417,54229,51375
13157,0500000US13157,"Jackson County, Georgia",18769,1346,678,8964,4015,3766,50045,2719,4753,16735,8446,4895,9266,3231,42573,12497,25180,22951,20581
13185,0500000US13185,"Lowndes County, Georgia",34188,2109,2080,13319,5391,11289,69672,2195,4309,22551,14840,8192,12197,5388,63168,17585,42639,38546,30524
13215,0500000US13215,"Muscogee County, Georgia",55065,4134,3880,21419,10537,15095,127592,4825,9385,33601,34249,13996,16638,14898,113382,31536,73134,66651,61700
13217,0500000US13217,"Newton County, Georgia",31676,2471,1459,14878,4582,8286,72226,3280,6973,24615,19124,5316,7590,5328,61973,12918,37867,36159,35188
13223,0500000US13223,"Paulding County, Georgia",46978,2897,1202,21724,10418,10737,110398,3628,9791,34013,29865,8697,15281,9123,96979,24404,56476,53844,50170
13245,0500000US13245,"Richmond County, Georgia",47574,2723,1578,19593,11321,12359,133688,5606,12001,46959,30943,11513,16396,10270,116081,26666,68361,62950,56024
13247,0500000US13247,"Rockdale County, Georgia",24428,1677,567,10485,6346,5353,60224,1853,5332,17558,15720,5533,9501,4727,53039,14228,32792,30782,28111
13255,0500000US13255,"Spalding County, Georgia",15036,1298,661,7102,3112,2863,45479,2143,4758,19255,7037,4226,4684,3376,38578,8060,25339,21744,19719
13285,0500000US13285,"Troup County, Georgia",15977,1074,1380,7111,3062,3350,46785,1780,3405,18838,9714,3812,6259,2977,41600,9236,24436,20572,19197
13295,0500000US13295,"Walker County, Georgia",15000,884,1045,7280,3350,2441,49130,3299,6380,17412,10680,3167,5070,3122,39451,8192,26760,23986,22041
13297,0500000US13297,"Walton County, Georgia",23204,2104,1008,10452,5666,3974,65348,2352,6973,21045,15352,4271,10093,5262,56023,15355,33350,30567,28585
13313,0500000US13313,"Whitfield County, Georgia",26627,2472,2825,9941,7190,4199,67441,11392,7622,19812,12795,4644,6569,4607,48427,11176,34518,30138,29117
15001,0500000US15001,"Hawaii County, Hawaii",43150,3123,2378,19434,9762,8453,143872,5273,5346,44801,31974,13331,28302,14845,133253,43147,71193,64872,60573
15003,0500000US15003,"Honolulu County, Hawaii",225660,18288,10901,84620,43913,67938,680706,23626,26727,175946,135481,74971,159284,84671,630353,243955,316456,296525,282366
15007,0500000US15007,"Kauai County, Hawaii",15754,950,971,7383,3168,3282,51455,1702,1997,15629,10948,6479,9626,5074,47756,14700,22898,21521,21012
15009,0500000US15009,"Maui County, Hawaii",32855,2466,2413,14381,8095,5500,120620,5677,5630,37043,27556,11315,22759,10640,109313,33399,54744,49732,45618
16001,0500000US16001,"Ada County, Idaho",124775,6953,5451,49664,27192,35515,329339,4663,12655,65205,81937,34129,83760,46990,312021,130750,184160,179493,169771
16005,0500000US16005,"Bannock County, Idaho",24123,1772,1575,8760,4208,7808,56426,711,2650,13887,18175,4359,11180,5464,53065,16644,32010,29733,28116
16019,0500000US16019,"Bonneville County, Idaho",34474,2506,1831,16578,7556,6003,72956,2095,3008,18844,17046,8081,16715,7167,67853,23882,40776,39199,37307
16027,0500000US16027,"Canyon County, Idaho",59562,2128,4328,27314,15771,10021,143774,9123,9764,43111,37188,15191,20954,8443,124887,29397,77449,73506,70457
16055,0500000US16055,"Kootenai County, Idaho",36595,1306,2508,17767,8503,6511,115561,1419,6064,29628,35673,14411,17885,10481,108078,28366,65283,62288,57475
16083,0500000US16083,"Twin Falls County, Idaho",22139,1286,1590,11320,4518,3425,54509,3972,3945,14561,15302,5080,6739,4910,46592,11649,31850,29042,27404
17001,0500000US17001,"Adams County, Illinois",14479,1294,1236,6014,2644,3291,46146,866,3219,17182,9612,4248,7323,3696,42061,11019,26993,23119,21858
17019,0500000US17019,"Champaign County, Illinois",79039,2886,2247,18315,10121,45470,121881,3265,4746,27805,19007,10706,24821,31531,113870,56352,81764,76881,68764
17031,0500000US17031,"Cook County, Illinois",1242986,89596,56179,497147,249806,350258,3590364,219213,216326,816922,642445,240359,853414,601685,3154825,1455099,1985613,1824188,1697510
17037,0500000US17037,"DeKalb County, Illinois",34159,1493,845,10004,6006,15811,61531,1695,2752,14775,14210,5959,14358,7782,57084,22140,39330,37897,36387
17043,0500000US17043,"DuPage County, Illinois",236102,17689,11653,90305,52673,63782,636969,19042,19782,119928,111598,43854,194085,128680,598145,322765,342195,327444,318162
17089,0500000US17089,"Kane County, Illinois",142096,8364,8431,57055,34139,34107,351487,24480,24896,84639,73250,27734,76420,40068,302111,116488,182223,172973,162220
17091,0500000US17091,"Kankakee County, Illinois",25496,1052,1368,10892,5256,6928,72229,2505,4424,27236,16920,7026,8564,5554,65300,14118,39583,35740,31733
17093,0500000US17093,"Kendall County, Illinois",38755,2943,1150,18671,8400,7591,82912,3065,2980,18067,15718,10330,18753,13999,76867,32752,41364,40001,38409
17097,0500000US17097,"Lake County, Illinois",182820,9760,9506,74658,45554,43342,459783,22761,21520,93219,86084,29162,124570,82467,415502,207037,247661,236808,227108
17099,0500000US17099,"LaSalle County, Illinois",22543,1992,1308,9820,5488,3935,77631,1870,6399,29000,19294,8458,8205,4405,69362,12610,45411,39896,37769
17111,0500000US17111,"McHenry County, Illinois",75974,6176,4024,31774,17939,16061,210880,5180,8514,56597,46167,20717,50685,23020,197186,73705,112669,108486,106375
17113,0500000US17113,"McLean County, Illinois",58467,3194,2200,18059,7252,27762,104545,2087,3697,23199,19103,8592,32115,15752,98761,47867,65118,61593,53926
17115,0500000US17115,"Macon County, Illinois",24180,1460,795,11767,5913,4245,72287,1208,3577,28800,17995,5150,10386,5171,67502,15557,42741,38457,32414
17119,0500000US17119,"Madison County, Illinois",63517,5848,2527,26603,11326,17213,184866,2606,9577,53092,43340,20399,34958,20894,172683,55852,108104,100817,94026
17143,0500000US17143,"Peoria County, Illinois",44687,2946,2254,18417,9878,11192,120735,2091,6116,36006,25910,11456,23466,15690,112528,39156,73666,67406,61794
17161,0500000US17161,"Rock Island County, Illinois",32219,2483,1515,13807,6868,7546,97621,3704,7441,29582,23379,10155,13931,9429,86476,23360,60618,55558,52435
17163,0500000US17163,"St. Clair County, Illinois",64344,7234,3392,26106,14425,13187,178605,4648,10479,48719,46967,18548,28692,20552,163478,49244,106156,96353,88314
17167,0500000US17167,"Sangamon County, Illinois",46264,3942,2116,19543,9879,10784,136578,2818,6731,38247,30336,11841,29896,16709,127029,46605,83263,75936,66750
17179,0500000US17179,"Tazewell County, Illinois",30259,2351,988,13932,7294,5694,92059,1372,3866,29836,21998,9808,17685,7494,86821,25179,53127,47413,43503
17183,0500000US17183,"Vermilion County, Illinois",16544,1275,1261,7493,3692,2823,51836,1219,4128,23069,11318,5815,4095,2192,46489,6287,31154,27539,25022
17197,0500000US17197,"Will County, Illinois",179690,10506,6577,77891,44758,39958,459279,17545,21949,126042,92931,39274,104764,56774,419785,161538,230136,218573,208953
17199,0500000US17199,"Williamson County, Illinois",13877,1457,517,6679,3141,2083,47356,1011,2184,14533,10808,4922,8886,5012,44161,13898,27650,24645,22923
17201,0500000US17201,"Winnebago County, Illinois",67859,4509,2873,30797,16101,13579,192880,7659,13887,58883,45131,19494,30875,16951,171334,47826,114833,106983,99582
18003,0500000US18003,"Allen County, Indiana",95089,5815,5568,43140,19788,20778,247992,11011,15012,68299,53653,28322,48664,23031,221969,71695,146280,137954,131565
18005,0500000US18005,"Bartholomew County, Indiana",20065,1771,457,9654,4837,3346,57421,2569,2619,16835,9866,4588,12387,8557,52233,20944,30383,28137,27321
18011,0500000US18011,"Boone County, Indiana",17071,491,1222,8841,3508,3009,45007,1134,2319,7577,8725,4323,12561,8368,41554,20929,26803,25802,23348
18019,0500000US18019,"Clark County, Indiana",26182,2243,1861,10908,6944,4226,82101,1353,6279,27726,18401,9983,12395,5964,74469,18359,43704,40842,34211
18035,0500000US18035,"Delaware County, Indiana",32930,936,1011,8574,4774,17635,71731,438,5134,26287,14877,8782,8418,7795,66159,16213,45640,40720,37649
18039,0500000US18039,"Elkhart County, Indiana",49626,1642,2751,25190,13263,6780,131077,11992,11058,48765,24738,8449,18298,7777,108027,26075,68553,61823,59797
18043,0500000US18043,"Floyd County, Indiana",19931,1203,709,8347,4725,4947,53589,630,3658,17319,11735,4911,9674,5662,49301,15336,28544,26625,23249
18053,0500000US18053,"Grant County, Indiana",17643,1092,426,6359,2656,7110,43982,2058,2859,17161,9480,3083,5636,3705,39065,9341,27127,23999,22328
18057,0500000US18057,"Hamilton County, Indiana",92297,7429,3931,43796,22628,14513,221657,1948,4184,30186,30667,14915,85573,54184,215525,139757,125328,122369,119246
18059,0500000US18059,"Hancock County, Indiana",17774,1554,428,8248,4354,3190,54474,1843,3880,16496,11470,4769,11432,4584,48751,16016,28985,26486,25383
18063,0500000US18063,"Hendricks County, Indiana",44355,1949,2569,21096,10154,8587,115132,1391,4182,34092,23093,9827,29419,13128,109559,42547,61105,58935,56022
18067,0500000US18067,"Howard County, Indiana",18924,1395,1336,8414,4505,3274,57393,2507,3339,19730,16456,4941,6814,3606,51547,10420,34151,31523,29363
18081,0500000US18081,"Johnson County, Indiana",36829,2364,1180,17700,8871,6714,105736,2855,5072,34376,21726,8777,23015,9915,97809,32930,57160,53821,49778
18085,0500000US18085,"Kosciusko County, Indiana",18278,1490,1042,8248,4204,3294,53973,2579,4676,18857,9661,3553,9162,5485,46718,14647,30991,27752,25885
18089,0500000US18089,"Lake County, Indiana",116958,7908,5507,50058,30029,23456,331902,14330,19768,119767,76745,26284,49359,25649,297804,75008,190135,172786,158642
18091,0500000US18091,"LaPorte County, Indiana",20934,1045,1783,9511,5635,2960,77292,1842,6985,30369,15791,8427,9616,4262,68465,13878,43100,39379,36014
18095,0500000US18095,"Madison County, Indiana",27635,1632,1601,11912,6512,5978,90782,3055,7397,35135,19716,8622,10978,5879,80330,16857,51164,46350,42624
18097,0500000US18097,"Marion County, Indiana",231759,15438,10944,102721,48406,54250,637578,26959,54833,190148,117872,49861,127436,70469,555786,197905,379451,337302,315007
18105,0500000US18105,"Monroe County, Indiana",59631,2495,1664,9845,5636,39991,84605,1031,2986,20670,15357,5461,20000,19100,80588,39100,54053,51267,48353
18109,0500000US18109,"Morgan County, Indiana",16283,852,258,7334,4884,2955,49000,1089,3584,18883,13011,3927,5756,2750,44327,8506,25863,24259,22716
18127,0500000US18127,"Porter County, Indiana",40236,2338,2398,15830,9439,10231,117121,1967,3975,44467,22717,11546,20782,11667,111179,32449,65305,62120,56930
18141,0500000US18141,"St. Joseph County, Indiana",76122,4672,3076,28908,13272,26194,178476,4239,13031,57334,34958,15037,32213,21664,161206,53877,105250,95384,82977
18157,0500000US18157,"Tippecanoe County, Indiana",72734,2779,1746,17633,9160,41416,108603,3466,6728,29562,18211,7845,23117,19674,98409,42791,73916,69648,61894
18163,0500000US18163,"Vanderburgh County, Indiana",40445,1940,1527,19370,7748,9860,124267,2712,8841,42621,24053,11750,23623,10667,112714,34290,75522,69294,65062
18167,0500000US18167,"Vigo County, Indiana",28327,1154,1597,8677,4840,12059,69630,1103,4328,23987,15678,6606,10388,7540,64199,17928,42193,39212,36858
18177,0500000US18177,"Wayne County, Indiana",13898,1177,753,6662,2508,2798,45134,1986,3430,16182,10412,5117,4859,3148,39718,8007,27561,24970,24014
19013,0500000US19013,"Black Hawk County, Iowa",35550,2214,2344,11641,5929,13422,83655,1881,4074,27384,16246,8761,16654,8655,77700,25309,51869,48326,44578
19049,0500000US19049,"Dallas County, Iowa",23610,2752,1450,10441,5388,3579,61134,869,1123,10459,8485,7100,23363,9735,59142,33098,36878,35043,33415
19061,0500000US19061,"Dubuque County, Iowa",24688,1716,982,10072,5198,6720,65072,1254,2434,22396,10216,7534,14179,7059,61384,21238,38345,35883,33195
19103,0500000US19103,"Johnson County, Iowa",55816,2716,1978,12633,6395,32094,89161,2050,3077,14207,14604,7210,25466,22547,84034,48013,60782,57749,54125
19113,0500000US19113,"Linn County, Iowa",56477,4256,4178,23080,10544,14419,153872,2762,6284,43136,29551,21359,34840,15940,144826,50780,93843,88755,83579
19153,0500000US19153,"Polk County, Iowa",122126,10080,5752,53089,26381,26824,326674,11978,13527,78084,68826,31659,86308,36292,301169,122600,197731,184796,171021
19155,0500000US19155,"Pottawattamie County, Iowa",19841,1824,725,9199,4353,3740,63895,1817,3970,20241,14882,8149,10414,4422,58108,14836,37344,34759,30080
19163,0500000US19163,"Scott County, Iowa",41196,3169,3241,18636,8425,7725,118176,2837,5684,32719,25763,13457,23597,14119,109655,37716,68534,61414,57794
19169,0500000US19169,"Story County, Iowa",40489,1643,983,6517,2700,28646,54858,481,952,9246,10261,5690,15952,12276,53425,28228,39168,37360,29323
19193,0500000US19193,"Woodbury County, Iowa",27745,2422,1196,12846,5086,6195,66887,5027,4366,21816,14629,6472,9745,4832,57494,14577,39733,35789,32760
20015,0500000US20015,"Butler County, Kansas",18223,1236,1138,7981,4076,3792,44092,771,2298,11679,12058,3641,8605,5040,41023,13645,25004,23154,20701
20045,0500000US20045,"Douglas County, Kansas",41439,1331,1718,10534,4608,23248,72338,1183,2422,15135,13125,6404,21459,12610,68733,34069,48508,47990,43897
20091,0500000US20091,"Johnson County, Kansas",153458,12229,7101,65105,34860,34163,409324,6585,9301,61327,73448,29353,141825,87485,393438,229310,231960,224696,219265
20103,0500000US20103,"Leavenworth County, Kansas",19553,1742,826,8275,3649,5061,54599,1501,2492,15582,13559,4171,10855,6439,50606,17294,27860,26559,24235
20161,0500000US20161,"Riley County, Kansas",28913,397,374,5963,2162,20017,37327,259,898,6639,9422,3268,9382,7459,36170,16841,25662,24449,21707
20173,0500000US20173,"Sedgwick County, Kansas",136532,9034,5455,58838,30544,32661,337752,12028,20752,89109,80471,29527,68431,37434,304972,105865,199517,186930,173748
20177,0500000US20177,"Shawnee County, Kansas",39038,2082,4636,17290,7831,7199,120718,2151,5439,36989,28377,9945,24917,12900,113128,37817,73172,65881,53380
20209,0500000US20209,"Wyandotte County, Kansas",41253,2709,2539,20188,9299,6518,105645,10301,10186,35185,20138,8886,13183,7766,85158,20949,61248,55567,51040
21015,0500000US21015,"Boone County, Kentucky",34172,2536,1248,14860,8332,7196,87428,3038,3746,23168,21177,8420,18163,9716,80644,27879,48770,47154,43851
21029,0500000US21029,"Bullitt County, Kentucky",18156,1317,959,8384,4026,3470,57989,1831,4868,23421,12451,6377,6268,2773,51290,9041,30553,28544,26237
21037,0500000US21037,"Campbell County, Kentucky",22335,1604,746,8706,3951,7328,64791,2057,3456,17352,11363,4598,16975,8990,59278,25965,38110,34477,32411
21047,0500000US21047,"Christian County, Kentucky",16541,738,863,7093,4572,3275,41216,2529,3560,11646,9979,4865,6351,2286,35127,8637,26209,24061,21682
21059,0500000US21059,"Daviess County, Kentucky",23837,2507,1635,10560,4659,4476,68986,3433,5473,21439,14589,6983,10538,6531,60080,17069,40800,37888,35622
21067,0500000US21067,"Fayette County, Kentucky",88889,5006,4303,27739,13912,37929,211577,6581,9352,44780,40585,15127,52172,42980,195644,95152,131929,125102,117509
21093,0500000US21093,"Hardin County, Kentucky",27007,1920,1057,12133,6296,5601,74583,1741,4521,23230,18311,9020,11185,6575,68321,17760,42644,39607,36271
21111,0500000US21111,"Jefferson County, Kentucky",173361,9613,8412,73852,35043,46441,532991,14526,30864,142555,114413,43559,112671,74403,487601,187074,316174,293462,276382
21117,0500000US21117,"Kenton County, Kentucky",38441,3375,2282,16594,8284,7906,113122,3917,6228,32953,22383,10559,22807,14275,102977,37082,65362,61460,57471
21145,0500000US21145,"McCracken County, Kentucky",12848,1436,1153,5727,2677,1855,45495,1558,3312,15157,10131,4126,6525,4686,40625,11211,28363,26488,25362
21151,0500000US21151,"Madison County, Kentucky",27534,597,723,7538,4461,14215,57084,1357,3736,17396,11322,4525,10689,8059,51991,18748,34270,31867,29223
