,State,countyFIPS,County Name,Date,Num of Cases,Num of Deaths,population,Num of Cases per day,Num of Death per day
460634,NC,37035,catawba county,2020-06-13,9.501160434399417e-25,2.3812432166414583e-26,159551,6.667481006596071e-26,0.0
460635,NC,37035,catawba county,2020-06-14,9.929784213394881e-25,2.3812432166414583e-26,159551,4.286237789954641e-26,0.0
460636,NC,37035,catawba county,2020-06-15,1.0358407992390342e-24,2.3812432166414583e-26,159551,4.286237789954604e-26,0.0
460637,NC,37035,catawba county,2020-06-16,1.076321933921939e-24,2.3812432166414583e-26,159551,4.048113468290476e-26,0.0
460638,NC,37035,catawba county,2020-06-17,1.107278095738278e-24,2.3812432166414583e-26,159551,3.0956161816339074e-26,0.0
460639,NC,37035,catawba county,2020-06-18,1.1549029600711072e-24,2.3812432166414583e-26,159551,4.762486433282916e-26,0.0
460640,NC,37035,catawba county,2020-06-19,1.2358652294369167e-24,2.3812432166414583e-26,159551,8.096226936580952e-26,0.0
460641,NC,37035,catawba county,2020-06-20,1.2811088505531046e-24,2.3812432166414583e-26,159551,4.5243621116187877e-26,0.0
460642,NC,37035,catawba county,2020-06-21,1.314446255586085e-24,2.3812432166414583e-26,159551,3.3337405032980357e-26,0.0
460643,NC,37035,catawba county,2020-06-22,1.3334962013192165e-24,2.3812432166414583e-26,159551,1.9049945733131554e-26,0.0
460644,NC,37035,catawba county,2020-06-23,1.3573086334856312e-24,2.3812432166414583e-26,159551,2.3812432166414672e-26,0.0
460645,NC,37035,catawba county,2020-06-24,1.4287459299848748e-24,2.3812432166414583e-26,159551,7.143729649924365e-26,0.0
460646,NC,37035,catawba county,2020-06-25,1.5263769018671748e-24,2.3812432166414583e-26,159551,9.763097188229997e-26,0.0
460647,NC,37035,catawba county,2020-06-26,1.5716205229833625e-24,2.3812432166414583e-26,159551,4.5243621116187693e-26,0.0
460648,NC,37035,catawba county,2020-06-27,1.6335328466160406e-24,2.3812432166414583e-26,159551,6.191232363267815e-26,0.0
460649,NC,37035,catawba county,2020-06-28,1.7144951159818494e-24,2.3812432166414583e-26,159551,8.096226936580878e-26,0.0
460650,NC,37035,catawba county,2020-06-29,1.8073636014308664e-24,2.3812432166414583e-26,159551,9.286848544901704e-26,0.0
460651,NC,37035,catawba county,2020-06-30,1.8573697089803374e-24,2.857491859969749e-26,159551,5.0006107549470995e-26,4.7624864332829086e-27
460652,NC,37035,catawba county,2020-07-01,1.9311882486962227e-24,2.857491859969749e-26,159551,7.38185397158853e-26,0.0
460653,NC,37035,catawba county,2020-07-02,1.9669068969458446e-24,2.857491859969749e-26,159551,3.5718648249621824e-26,0.0
460654,NC,37035,catawba county,2020-07-03,2.112162733160974e-24,2.857491859969749e-26,159551,1.4525583621512932e-25,0.0
460655,NC,37035,catawba county,2020-07-04,2.1597875974938025e-24,2.857491859969749e-26,159551,4.762486433282861e-26,0.0
460656,NC,37035,catawba county,2020-07-05,2.243131110076254e-24,2.857491859969749e-26,159551,8.334351258245154e-26,0.0
460657,NC,37035,catawba county,2020-07-06,2.3336183523086294e-24,2.857491859969749e-26,159551,9.048724223237539e-26,0.0
460658,NC,37035,catawba county,2020-07-07,2.4241055945410044e-24,3.095616181633896e-26,159551,9.048724223237502e-26,2.3812432166414672e-27
460659,NC,37035,catawba county,2020-07-08,2.5384052689397945e-24,3.095616181633896e-26,159551,1.1429967439879006e-25,0.0
460660,NC,37035,catawba county,2020-07-09,2.602698835789114e-24,3.095616181633896e-26,159551,6.429356684931943e-26,0.0
460661,NC,37035,catawba county,2020-07-10,2.631273754388811e-24,3.095616181633896e-26,159551,2.857491859969724e-26,0.0
460662,NC,37035,catawba county,2020-07-11,2.7193797534045456e-24,3.3337405032980426e-26,159551,8.810599901573447e-26,2.3812432166414672e-27
460663,NC,37035,catawba county,2020-07-12,2.819391968503487e-24,3.3337405032980426e-26,159551,1.0001221509894125e-25,0.0
460664,NC,37035,catawba county,2020-07-13,2.9836977504517476e-24,3.3337405032980426e-26,159551,1.6430578194826069e-25,0.0
460665,NC,37035,catawba county,2020-07-14,3.071803749467481e-24,3.3337405032980426e-26,159551,8.810599901573337e-26,0.0
460666,NC,37035,catawba county,2020-07-15,3.159909748483214e-24,3.3337405032980426e-26,159551,8.8105999015733e-26,0.0
460667,NC,37035,catawba county,2020-07-16,3.2337282881991003e-24,3.3337405032980426e-26,159551,7.38185397158864e-26,0.0
460668,NC,37035,catawba county,2020-07-17,3.3432654761646075e-24,3.3337405032980426e-26,159551,1.0953718796550712e-25,0.0
460669,NC,37035,catawba county,2020-07-18,3.417084015880493e-24,3.3337405032980426e-26,159551,7.38185397158853e-26,0.0
460670,NC,37035,catawba county,2020-07-19,3.498046285246301e-24,3.3337405032980426e-26,159551,8.096226936580805e-26,0.0
460671,NC,37035,catawba county,2020-07-20,3.605202229995167e-24,3.571864824962187e-26,159551,1.071559447488662e-25,2.3812432166414442e-27
460672,NC,37035,catawba county,2020-07-21,3.686164499360977e-24,3.571864824962187e-26,159551,8.096226936581025e-26,0.0
460673,NC,37035,catawba county,2020-07-22,3.748076822993656e-24,3.571864824962187e-26,159551,6.191232363267851e-26,0.0
460674,NC,37035,catawba county,2020-07-23,3.867138983825728e-24,3.571864824962187e-26,159551,1.1906216083207226e-25,0.0
460675,NC,37035,catawba county,2020-07-24,3.95286373962482e-24,3.571864824962187e-26,159551,8.572475579909208e-26,0.0
460676,NC,37035,catawba county,2020-07-25,4.0338260089906304e-24,3.571864824962187e-26,159551,8.096226936581025e-26,0.0
460677,NC,37035,catawba county,2020-07-26,4.112407035139799e-24,3.571864824962187e-26,159551,7.85810261491686e-26,0.0
460678,NC,37035,catawba county,2020-07-27,4.140981953739496e-24,3.571864824962187e-26,159551,2.857491859969687e-26,0.0
460679,NC,37035,catawba county,2020-07-28,4.221944223105306e-24,3.571864824962187e-26,159551,8.096226936581025e-26,0.0
460680,NC,37035,catawba county,2020-07-29,4.288619033171266e-24,5.238735076611206e-26,159551,6.667481006595961e-26,1.666870251649019e-26
460681,NC,37035,catawba county,2020-07-30,4.355293843237227e-24,5.714983719939498e-26,159551,6.667481006596108e-26,4.762486433282923e-27
460682,NC,37035,catawba county,2020-07-31,4.42673113973647e-24,5.714983719939498e-26,159551,7.143729649924291e-26,0.0
460683,NC,37035,catawba county,2020-08-01,4.483880976935867e-24,5.714983719939498e-26,159551,5.714983719939742e-26,0.0
460684,NC,37035,catawba county,2020-08-02,4.519599625185488e-24,5.714983719939498e-26,159551,3.571864824962109e-26,0.0
460685,NC,37035,catawba county,2020-08-03,4.602943137767939e-24,5.714983719939498e-26,159551,8.334351258245043e-26,0.0
460686,NC,37035,catawba county,2020-08-04,4.68866789356703e-24,5.953108041603645e-26,159551,8.572475579909135e-26,2.3812432166414672e-27
460687,NC,37035,catawba county,2020-08-05,4.729149028249936e-24,5.953108041603645e-26,159551,4.048113468290586e-26,0.0
460688,NC,37035,catawba county,2020-08-06,4.8053488111824635e-24,5.953108041603645e-26,159551,7.619978293252768e-26,0.0
460689,NC,37035,catawba county,2020-08-07,4.938698431314385e-24,6.667481006596085e-26,159551,1.3334962013192143e-25,7.143729649924402e-27
460690,NC,37035,catawba county,2020-08-08,5.017279457463551e-24,6.667481006596085e-26,159551,7.85810261491664e-26,0.0
460691,NC,37035,catawba county,2020-08-09,5.048235619279892e-24,6.667481006596085e-26,159551,3.0956161816340727e-26,0.0
460692,NC,37035,catawba county,2020-08-10,5.055379348929817e-24,6.667481006596085e-26,159551,7.143729649924953e-27,0.0
460693,NC,37035,catawba county,2020-08-11,5.098241726829362e-24,6.667481006596085e-26,159551,4.286237789954531e-26,0.0
460694,NC,37035,catawba county,2020-08-12,5.098241726829362e-24,6.667481006596085e-26,159551,0.0,0.0
460695,NC,37035,catawba county,2020-08-13,5.245878806261132e-24,7.619978293252667e-26,159551,1.4763707943176986e-25,9.524972866565823e-27
460696,NC,37035,catawba county,2020-08-14,5.276834968077472e-24,7.858102614916812e-26,159551,3.095616181633999e-26,2.3812432166414442e-27
460697,NC,37035,catawba county,2020-08-15,5.3387472917101485e-24,7.858102614916812e-26,159551,6.191232363267631e-26,0.0
460698,NC,37035,catawba county,2020-08-16,5.393515885692904e-24,7.858102614916812e-26,159551,5.476859398275577e-26,0.0
460699,NC,37035,catawba county,2020-08-17,5.395897128909544e-24,7.858102614916812e-26,159551,2.3812432166394468e-27,0.0
460700,NC,37035,catawba county,2020-08-18,5.448284479675657e-24,8.334351258245103e-26,159551,5.238735076611338e-26,4.7624864332829114e-27
460701,NC,37035,catawba county,2020-08-19,5.529246749041467e-24,8.334351258245103e-26,159551,8.096226936581025e-26,0.0
460702,NC,37035,catawba county,2020-08-20,5.5840153430242195e-24,9.048724223237541e-26,159551,5.476859398275209e-26,7.143729649924379e-27
460703,NC,37035,catawba county,2020-08-21,5.6935525309897266e-24,9.048724223237541e-26,159551,1.0953718796550712e-25,0.0
460704,NC,37035,catawba county,2020-08-22,5.7697523139222535e-24,9.048724223237541e-26,159551,7.619978293252695e-26,0.0
460705,NC,37035,catawba county,2020-08-23,5.800708475738592e-24,9.286848544901686e-26,159551,3.095616181633852e-26,2.3812432166414557e-27
460706,NC,37035,catawba county,2020-08-24,5.843570853638137e-24,9.286848544901686e-26,159551,4.286237789954531e-26,0.0
460707,NC,37035,catawba county,2020-08-25,5.888814474754326e-24,1.0001221509894124e-25,159551,4.524362111618843e-26,7.143729649924379e-27
460708,NC,37035,catawba county,2020-08-26,5.91262690692074e-24,1.0001221509894124e-25,159551,2.3812432166414305e-26,0.0
460709,NC,37035,catawba county,2020-08-27,5.981682960203343e-24,1.0239345831558271e-25,159551,6.905605328260273e-26,2.3812432166414672e-27
460710,NC,37035,catawba county,2020-08-28,6.0364515541860964e-24,1.0477470153222412e-25,159551,5.476859398275356e-26,2.3812432166414098e-27
460711,NC,37035,catawba county,2020-08-29,6.1698011743180185e-24,1.0477470153222412e-25,159551,1.3334962013192216e-25,0.0
460712,NC,37035,catawba county,2020-08-30,6.1769449039679435e-24,1.0477470153222412e-25,159551,7.143729649924953e-27,0.0
460713,NC,37035,catawba county,2020-08-31,6.229332254734054e-24,1.0477470153222412e-25,159551,5.238735076611044e-26,0.0
460714,NC,37035,catawba county,2020-09-01,6.281719605500165e-24,1.0715594474886559e-25,159551,5.238735076611118e-26,2.3812432166414672e-27
460715,NC,37035,catawba county,2020-09-02,6.298388308016657e-24,1.0953718796550708e-25,159551,1.6668702516491556e-26,2.38124321664149e-27
460716,NC,37035,catawba county,2020-09-03,6.329344469832995e-24,1.1191843118214852e-25,159551,3.095616181633852e-26,2.3812432166414442e-27
460717,NC,37035,catawba county,2020-09-04,6.329344469832995e-24,1.1191843118214852e-25,159551,0.0,0.0
460718,NC,37035,catawba county,2020-09-05,6.4317379281485796e-24,1.1191843118214852e-25,159551,1.0239345831558438e-25,0.0
460719,NC,37035,catawba county,2020-09-06,6.4579316035316355e-24,1.1191843118214852e-25,159551,2.6193675383055955e-26,0.0
460720,NC,37035,catawba county,2020-09-07,6.498412738214538e-24,1.1191843118214852e-25,159551,4.048113468290219e-26,0.0
460721,NC,37035,catawba county,2020-09-08,6.510318954297745e-24,1.1191843118214852e-25,159551,1.190621608320752e-26,0.0
460722,NC,37035,catawba county,2020-09-09,6.5484188457640094e-24,1.1191843118214852e-25,159551,3.809989146626421e-26,0.0
460723,NC,37035,catawba county,2020-09-10,6.584137494013633e-24,1.1191843118214852e-25,159551,3.5718648249623294e-26,0.0
460724,NC,37035,catawba county,2020-09-11,6.63176235834646e-24,1.1191843118214852e-25,159551,4.7624864332827875e-26,0.0
460725,NC,37035,catawba county,2020-09-12,6.677005979462648e-24,1.1429967439878997e-25,159551,4.5243621116187693e-26,2.3812432166414442e-27
460726,NC,37035,catawba county,2020-09-13,6.727012087012118e-24,1.1429967439878997e-25,159551,5.0006107549469525e-26,0.0
460727,NC,37035,catawba county,2020-09-14,6.767493221695022e-24,1.1429967439878997e-25,159551,4.048113468290439e-26,0.0
460729,NC,37037,chatham county,2020-01-23,0.0,0.0,74470,-6.767493221695022e-24,-1.1429967439878997e-25
460730,NC,37037,chatham county,2020-01-24,0.0,0.0,74470,0.0,0.0
460731,NC,37037,chatham county,2020-01-25,0.0,0.0,74470,0.0,0.0
460732,NC,37037,chatham county,2020-01-26,0.0,0.0,74470,0.0,0.0
460733,NC,37037,chatham county,2020-01-27,0.0,0.0,74470,0.0,0.0
460734,NC,37037,chatham county,2020-01-28,0.0,0.0,74470,0.0,0.0
460735,NC,37037,chatham county,2020-01-29,0.0,0.0,74470,0.0,0.0
460736,NC,37037,chatham county,2020-01-30,0.0,0.0,74470,0.0,0.0
460737,NC,37037,chatham county,2020-01-31,0.0,0.0,74470,0.0,0.0
460738,NC,37037,chatham county,2020-02-01,0.0,0.0,74470,0.0,0.0
460739,NC,37037,chatham county,2020-02-02,0.0,0.0,74470,0.0,0.0
460740,NC,37037,chatham county,2020-02-03,0.0,0.0,74470,0.0,0.0
460741,NC,37037,chatham county,2020-02-04,0.0,0.0,74470,0.0,0.0
460742,NC,37037,chatham county,2020-02-05,0.0,0.0,74470,0.0,0.0
460743,NC,37037,chatham county,2020-02-06,0.0,0.0,74470,0.0,0.0
460744,NC,37037,chatham county,2020-02-07,0.0,0.0,74470,0.0,0.0
460745,NC,37037,chatham county,2020-02-08,0.0,0.0,74470,0.0,0.0
460746,NC,37037,chatham county,2020-02-09,0.0,0.0,74470,0.0,0.0
460747,NC,37037,chatham county,2020-02-10,0.0,0.0,74470,0.0,0.0
460748,NC,37037,chatham county,2020-02-11,0.0,0.0,74470,0.0,0.0
460749,NC,37037,chatham county,2020-02-12,0.0,0.0,74470,0.0,0.0
460750,NC,37037,chatham county,2020-02-13,0.0,0.0,74470,0.0,0.0
460751,NC,37037,chatham county,2020-02-14,0.0,0.0,74470,0.0,0.0
460752,NC,37037,chatham county,2020-02-15,0.0,0.0,74470,0.0,0.0
460753,NC,37037,chatham county,2020-02-16,0.0,0.0,74470,0.0,0.0
460754,NC,37037,chatham county,2020-02-17,0.0,0.0,74470,0.0,0.0
460755,NC,37037,chatham county,2020-02-18,0.0,0.0,74470,0.0,0.0
460756,NC,37037,chatham county,2020-02-19,0.0,0.0,74470,0.0,0.0
460757,NC,37037,chatham county,2020-02-20,0.0,0.0,74470,0.0,0.0
460758,NC,37037,chatham county,2020-02-21,0.0,0.0,74470,0.0,0.0
460759,NC,37037,chatham county,2020-02-22,0.0,0.0,74470,0.0,0.0
460760,NC,37037,chatham county,2020-02-23,0.0,0.0,74470,0.0,0.0
460761,NC,37037,chatham county,2020-02-24,0.0,0.0,74470,0.0,0.0
460762,NC,37037,chatham county,2020-02-25,0.0,0.0,74470,0.0,0.0
460763,NC,37037,chatham county,2020-02-26,0.0,0.0,74470,0.0,0.0
460764,NC,37037,chatham county,2020-02-27,0.0,0.0,74470,0.0,0.0
460765,NC,37037,chatham county,2020-02-28,0.0,0.0,74470,0.0,0.0
460766,NC,37037,chatham county,2020-02-29,0.0,0.0,74470,0.0,0.0
460767,NC,37037,chatham county,2020-03-01,0.0,0.0,74470,0.0,0.0
460768,NC,37037,chatham county,2020-03-02,0.0,0.0,74470,0.0,0.0
460769,NC,37037,chatham county,2020-03-03,0.0,0.0,74470,0.0,0.0
460770,NC,37037,chatham county,2020-03-04,0.0,0.0,74470,0.0,0.0
460771,NC,37037,chatham county,2020-03-05,0.0,0.0,74470,0.0,0.0
460772,NC,37037,chatham county,2020-03-06,1.0571805618464213e-24,0.0,74470,1.0571805618464213e-24,0.0
460773,NC,37037,chatham county,2020-03-07,1.0571805618464213e-24,0.0,74470,0.0,0.0
460774,NC,37037,chatham county,2020-03-08,1.0571805618464213e-24,0.0,74470,0.0,0.0
460775,NC,37037,chatham county,2020-03-09,1.0571805618464213e-24,0.0,74470,0.0,0.0
460776,NC,37037,chatham county,2020-03-10,1.0571805618464213e-24,0.0,74470,0.0,0.0
460777,NC,37037,chatham county,2020-03-11,1.0571805618464213e-24,0.0,74470,0.0,0.0
460778,NC,37037,chatham county,2020-03-12,1.0571805618464213e-24,0.0,74470,0.0,0.0
460779,NC,37037,chatham county,2020-03-13,1.0571805618464213e-24,0.0,74470,0.0,0.0
460780,NC,37037,chatham county,2020-03-14,1.0571805618464213e-24,0.0,74470,0.0,0.0
460781,NC,37037,chatham county,2020-03-15,1.0571805618464213e-24,0.0,74470,0.0,0.0
460782,NC,37037,chatham county,2020-03-16,1.0571805618464213e-24,0.0,74470,0.0,0.0
460783,NC,37037,chatham county,2020-03-17,1.0571805618464213e-24,0.0,74470,0.0,0.0
460784,NC,37037,chatham county,2020-03-18,3.1715416855392634e-24,0.0,74470,2.1143611236928422e-24,0.0
460785,NC,37037,chatham county,2020-03-19,3.1715416855392634e-24,0.0,74470,0.0,0.0
460786,NC,37037,chatham county,2020-03-20,3.1715416855392634e-24,0.0,74470,0.0,0.0
460787,NC,37037,chatham county,2020-03-21,3.1715416855392634e-24,0.0,74470,0.0,0.0
460788,NC,37037,chatham county,2020-03-22,3.1715416855392634e-24,0.0,74470,0.0,0.0
460789,NC,37037,chatham county,2020-03-23,3.1715416855392634e-24,0.0,74470,0.0,0.0
460790,NC,37037,chatham county,2020-03-24,3.1715416855392634e-24,0.0,74470,0.0,0.0
460791,NC,37037,chatham county,2020-03-25,6.343083371078527e-24,0.0,74470,3.1715416855392634e-24,0.0
460792,NC,37037,chatham county,2020-03-26,6.343083371078527e-24,0.0,74470,0.0,0.0
460793,NC,37037,chatham county,2020-03-27,1.1628986180310635e-23,0.0,74470,5.285902809232108e-24,0.0
460794,NC,37037,chatham county,2020-03-28,1.2686166742157053e-23,0.0,74470,1.057180561846419e-24,0.0
460795,NC,37037,chatham county,2020-03-29,1.374334730400348e-23,0.0,74470,1.0571805618464277e-24,0.0
460796,NC,37037,chatham county,2020-03-30,1.480052786584989e-23,0.0,74470,1.0571805618464101e-24,0.0
460797,NC,37037,chatham county,2020-03-31,1.691488898954274e-23,0.0,74470,2.1143611236928496e-24,0.0
460798,NC,37037,chatham county,2020-04-01,1.7972069551389166e-23,0.0,74470,1.0571805618464248e-24,0.0
460799,NC,37037,chatham county,2020-04-02,2.0086430675082e-23,0.0,74470,2.114361123692835e-24,0.0
460800,NC,37037,chatham county,2020-04-03,2.0086430675082e-23,0.0,74470,0.0,0.0
460801,NC,37037,chatham county,2020-04-04,2.2200791798774853e-23,0.0,74470,2.1143611236928525e-24,0.0
460802,NC,37037,chatham county,2020-04-05,2.2200791798774853e-23,0.0,74470,0.0,0.0
460803,NC,37037,chatham county,2020-04-06,2.2200791798774853e-23,0.0,74470,0.0,0.0
460804,NC,37037,chatham county,2020-04-07,2.2200791798774853e-23,0.0,74470,0.0,0.0
460805,NC,37037,chatham county,2020-04-08,2.5372333484314107e-23,0.0,74470,3.1715416855392538e-24,0.0
460806,NC,37037,chatham county,2020-04-09,2.748669460800696e-23,0.0,74470,2.1143611236928555e-24,0.0
460807,NC,37037,chatham county,2020-04-10,2.748669460800696e-23,0.0,74470,0.0,0.0
460808,NC,37037,chatham county,2020-04-11,3.911568078831759e-23,0.0,74470,1.1628986180310629e-23,0.0
460809,NC,37037,chatham county,2020-04-12,6.660237539632453e-23,0.0,74470,2.748669460800694e-23,0.0
460810,NC,37037,chatham county,2020-04-13,7.294545876740306e-23,0.0,74470,6.343083371078531e-24,0.0
460811,NC,37037,chatham county,2020-04-14,7.928854213848162e-23,0.0,74470,6.343083371078555e-24,0.0
460812,NC,37037,chatham county,2020-04-15,8.140290326217444e-23,0.0,74470,2.1143611236928202e-24,0.0
460813,NC,37037,chatham county,2020-04-16,8.457444494771369e-23,0.0,74470,3.1715416855392538e-24,0.0
460814,NC,37037,chatham county,2020-04-17,8.986034775694582e-23,0.0,74470,5.285902809232133e-24,0.0
460815,NC,37037,chatham county,2020-04-18,1.0677523674648857e-22,0.0,74470,1.691488898954275e-23,0.0
460816,NC,37037,chatham county,2020-04-19,1.2580448685972417e-22,0.0,74470,1.9029250113235593e-23,0.0
460817,NC,37037,chatham county,2020-04-20,1.3426193135449547e-22,0.0,74470,8.457444494771304e-24,0.0
460818,NC,37037,chatham county,2020-04-21,1.3849065360188116e-22,1.0571805618464213e-24,74470,4.2287222473856874e-24,1.0571805618464213e-24
460819,NC,37037,chatham county,2020-04-22,1.427193758492669e-22,6.343083371078527e-24,74470,4.2287222473857344e-24,5.2859028092321056e-24
460820,NC,37037,chatham county,2020-04-23,1.6492016764804174e-22,6.343083371078527e-24,74470,2.2200791798774847e-23,0.0
460821,NC,37037,chatham county,2020-04-24,1.8923532057050945e-22,6.343083371078527e-24,74470,2.4315152922467714e-23,0.0
460822,NC,37037,chatham county,2020-04-25,2.230650985495949e-22,6.343083371078527e-24,74470,3.382977797908543e-23,0.0
460823,NC,37037,chatham county,2020-04-26,2.5372333484314106e-22,6.343083371078527e-24,74470,3.0658236293546175e-23,0.0
460824,NC,37037,chatham county,2020-04-27,2.769813072037623e-22,6.343083371078527e-24,74470,2.3257972360621257e-23,0.0
460825,NC,37037,chatham county,2020-04-28,2.8966747394591933e-22,6.343083371078527e-24,74470,1.2686166742157015e-23,0.0
460826,NC,37037,chatham county,2020-04-29,3.0341082124992294e-22,6.343083371078527e-24,74470,1.3743347304003613e-23,0.0
460827,NC,37037,chatham county,2020-04-30,3.3406905754346917e-22,8.45744449477137e-24,74470,3.065823629354622e-23,2.1143611236928437e-24
460828,NC,37037,chatham county,2020-05-01,3.626129327133225e-22,9.514625056617794e-24,74470,2.8543875169853355e-23,1.0571805618464233e-24
460829,NC,37037,chatham county,2020-05-02,3.9644271069240797e-22,9.514625056617794e-24,74470,3.382977797908545e-23,0.0
460830,NC,37037,chatham county,2020-05-03,3.9961425237794725e-22,9.514625056617794e-24,74470,3.1715416855392773e-24,0.0
460831,NC,37037,chatham county,2020-05-04,4.049001551871794e-22,1.0571805618464211e-23,74470,5.2859028092321445e-24,1.0571805618464174e-24
460832,NC,37037,chatham county,2020-05-05,4.260437664241078e-22,1.1628986180310635e-23,74470,2.114361123692839e-23,1.0571805618464233e-24
460833,NC,37037,chatham county,2020-05-06,4.355583914807255e-22,1.1628986180310635e-23,74470,9.514625056617691e-24,0.0
460834,NC,37037,chatham county,2020-05-07,4.450730165373433e-22,1.1628986180310635e-23,74470,9.514625056617785e-24,0.0
460835,NC,37037,chatham county,2020-05-08,4.598735444031932e-22,1.1628986180310635e-23,74470,1.480052786584993e-23,0.0
460836,NC,37037,chatham county,2020-05-09,4.725597111453503e-22,1.1628986180310635e-23,74470,1.268616674215711e-23,0.0
460837,NC,37037,chatham county,2020-05-10,4.810171556401217e-22,1.1628986180310635e-23,74470,8.457444494771375e-24,0.0
460838,NC,37037,chatham county,2020-05-11,4.841886973256609e-22,1.1628986180310635e-23,74470,3.1715416855392303e-24,0.0
460839,NC,37037,chatham county,2020-05-12,4.873602390112002e-22,1.1628986180310635e-23,74470,3.1715416855393243e-24,0.0
460840,NC,37037,chatham county,2020-05-13,4.947605029441252e-22,1.1628986180310635e-23,74470,7.400263932924965e-24,0.0
460841,NC,37037,chatham county,2020-05-14,5.180184753047464e-22,1.1628986180310635e-23,74470,2.325797236062121e-23,0.0
460842,NC,37037,chatham county,2020-05-15,5.233043781139786e-22,2.5372333484314107e-23,74470,5.2859028092322386e-24,1.3743347304003472e-23
460843,NC,37037,chatham county,2020-05-16,5.328190031705962e-22,2.5372333484314107e-23,74470,9.514625056617597e-24,0.0
460844,NC,37037,chatham county,2020-05-17,5.359905448561357e-22,2.5372333484314107e-23,74470,3.1715416855394184e-24,0.0
460845,NC,37037,chatham county,2020-05-18,5.412764476653677e-22,2.5372333484314107e-23,74470,5.2859028092320505e-24,0.0
460846,NC,37037,chatham county,2020-05-19,5.71934683958914e-22,2.5372333484314107e-23,74470,3.065823629354627e-23,0.0
460847,NC,37037,chatham county,2020-05-20,5.740490450826067e-22,2.6429514046160532e-23,74470,2.114361123692726e-24,1.0571805618464248e-24
460848,NC,37037,chatham county,2020-05-21,5.772205867681459e-22,2.6429514046160532e-23,74470,3.1715416855392303e-24,0.0
460849,NC,37037,chatham county,2020-05-22,5.962498368813816e-22,2.6429514046160532e-23,74470,1.9029250113235664e-23,0.0
460850,NC,37037,chatham county,2020-05-23,6.057644619379993e-22,2.6429514046160532e-23,74470,9.514625056617691e-24,0.0
460851,NC,37037,chatham county,2020-05-24,6.110503647472316e-22,2.6429514046160532e-23,74470,5.2859028092323326e-24,0.0
460852,NC,37037,chatham county,2020-05-25,6.205649898038493e-22,2.6429514046160532e-23,74470,9.514625056617691e-24,0.0
460853,NC,37037,chatham county,2020-05-26,6.205649898038493e-22,2.6429514046160532e-23,74470,0.0,0.0
460854,NC,37037,chatham county,2020-05-27,6.205649898038493e-22,2.6429514046160532e-23,74470,0.0,0.0
460855,NC,37037,chatham county,2020-05-28,6.290224342986206e-22,2.6429514046160532e-23,74470,8.457444494771281e-24,0.0
460856,NC,37037,chatham county,2020-05-29,6.448801427263169e-22,2.6429514046160532e-23,74470,1.585770842769634e-23,0.0
460857,NC,37037,chatham county,2020-05-30,6.660237539632455e-22,2.6429514046160532e-23,74470,2.1143611236928578e-23,0.0
460858,NC,37037,chatham county,2020-05-31,6.660237539632455e-22,2.6429514046160532e-23,74470,0.0,0.0
460859,NC,37037,chatham county,2020-06-01,6.734240178961703e-22,2.6429514046160532e-23,74470,7.400263932924777e-24,0.0
460860,NC,37037,chatham county,2020-06-02,6.744811984580169e-22,2.6429514046160532e-23,74470,1.0571805618465982e-24,0.0
460861,NC,37037,chatham county,2020-06-03,6.977391708186383e-22,2.854387516985337e-23,74470,2.3257972360621398e-23,2.1143611236928408e-24
460862,NC,37037,chatham county,2020-06-04,7.157112403700271e-22,2.854387516985337e-23,74470,1.7972069551388784e-23,0.0
460863,NC,37037,chatham county,2020-06-05,7.294545876740308e-22,3.065823629354623e-23,74470,1.3743347304003707e-23,2.1143611236928555e-24
460864,NC,37037,chatham county,2020-06-06,7.611700045294233e-22,3.065823629354623e-23,74470,3.171541685539249e-23,0.0
460865,NC,37037,chatham county,2020-06-07,7.643415462149627e-22,3.065823629354623e-23,74470,3.1715416855394184e-24,0.0
460866,NC,37037,chatham county,2020-06-08,7.749133518334268e-22,3.8058500226471175e-23,74470,1.0571805618464101e-23,7.400263932924947e-24
460867,NC,37037,chatham county,2020-06-09,7.875995185755839e-22,3.911568078831759e-23,74470,1.268616674215711e-23,1.057180561846416e-24
460868,NC,37037,chatham county,2020-06-10,7.918282408229696e-22,3.911568078831759e-23,74470,4.2287222473857344e-24,0.0
460869,NC,37037,chatham county,2020-06-11,8.024000464414338e-22,3.911568078831759e-23,74470,1.0571805618464195e-23,0.0
460870,NC,37037,chatham county,2020-06-12,8.246008382402089e-22,3.911568078831759e-23,74470,2.2200791798775082e-23,0.0
460871,NC,37037,chatham county,2020-06-13,8.288295604875944e-22,3.911568078831759e-23,74470,4.228722247385452e-24,0.0
460872,NC,37037,chatham county,2020-06-14,8.542018939719086e-22,3.911568078831759e-23,74470,2.537233348431422e-23,0.0
460873,NC,37037,chatham county,2020-06-15,8.542018939719086e-22,3.911568078831759e-23,74470,0.0,0.0
460874,NC,37037,chatham county,2020-06-16,8.594877967811405e-22,4.1230041912010435e-23,74470,5.2859028092319565e-24,2.1143611236928437e-24
460875,NC,37037,chatham county,2020-06-17,8.679452412759118e-22,4.1230041912010435e-23,74470,8.457444494771281e-24,0.0
460876,NC,37037,chatham county,2020-06-18,8.890888525128402e-22,4.1230041912010435e-23,74470,2.114361123692839e-23,0.0
460877,NC,37037,chatham county,2020-06-19,8.96489116445765e-22,4.1230041912010435e-23,74470,7.400263932924777e-24,0.0
